,SØK PÅ ADRESSE: tast ctrl + F,,,28.09 DENNE LISTEN BLIR OPPDATERT! GJELDER LERKENDAL BYDEL! Her er et kart du kan se hvordan byen er inndelt :  https://kart.trondheim.kommune.no/map/helse_oms/#10/63.3610/10.5386/topo_graa-helsestasjonsone-bydel,
gatenr,Gatenavn,husnr,bokstav,Helsestasjonstilhørighet,"Alle husnummer tilknyttet
 samme helsestasjon?"
7558,Tiller-ringen,154,E,Rosten,nei
7558,Tiller-ringen,163,,Rosten,nei
7558,Tiller-ringen,163,B,Rosten,nei
7558,Tiller-ringen,164,J,Rosten,nei
7558,Tiller-ringen,164,K,Rosten,nei
7558,Tiller-ringen,164,L,Rosten,nei
7558,Tiller-ringen,164,M,Rosten,nei
7558,Tiller-ringen,166,,Rosten,nei
7558,Tiller-ringen,167,,Rosten,nei
7558,Tiller-ringen,168,A,Rosten,nei
7558,Tiller-ringen,168,B,Rosten,nei
7558,Tiller-ringen,169,,Rosten,nei
7558,Tiller-ringen,17,A,Rosten,nei
7558,Tiller-ringen,17,B,Rosten,nei
7558,Tiller-ringen,170,A,Rosten,nei
7558,Tiller-ringen,170,B,Rosten,nei
7558,Tiller-ringen,171,,Rosten,nei
7558,Tiller-ringen,172,,Rosten,nei
7558,Tiller-ringen,179,,Rosten,nei
7558,Tiller-ringen,183,,Rosten,nei
7558,Tiller-ringen,19,A,Rosten,nei
7558,Tiller-ringen,19,B,Rosten,nei
7558,Tiller-ringen,191,,Rosten,nei
7558,Tiller-ringen,201,,Rosten,nei
7558,Tiller-ringen,203,A,Romolslia,nei
7558,Tiller-ringen,203,B,Romolslia,nei
7558,Tiller-ringen,203,C,Rosten,nei
7558,Tiller-ringen,21,,Rosten,nei
7558,Tiller-ringen,23,,Rosten,nei
7558,Tiller-ringen,25,,Rosten,nei
7558,Tiller-ringen,27,,Rosten,nei
7558,Tiller-ringen,29,A,Rosten,nei
7558,Tiller-ringen,29,B,Rosten,nei
7558,Tiller-ringen,29,C,Rosten,nei
7558,Tiller-ringen,31,A,Rosten,nei
7558,Tiller-ringen,31,B,Rosten,nei
7558,Tiller-ringen,31,C,Rosten,nei
7558,Tiller-ringen,33,,Rosten,nei
7558,Tiller-ringen,34,,Rosten,nei
7558,Tiller-ringen,35,,Rosten,nei
7558,Tiller-ringen,36,A,Rosten,nei
7558,Tiller-ringen,36,B,Rosten,nei
7558,Tiller-ringen,37,,Rosten,nei
7558,Tiller-ringen,38,A,Rosten,nei
7558,Tiller-ringen,38,B,Rosten,nei
7558,Tiller-ringen,38,C,Rosten,nei
7558,Tiller-ringen,39,,Rosten,nei
7558,Tiller-ringen,40,,Rosten,nei
7558,Tiller-ringen,41,,Rosten,nei
7558,Tiller-ringen,41,B,Rosten,nei
7558,Tiller-ringen,42,,Rosten,nei
7558,Tiller-ringen,43,,Rosten,nei
7558,Tiller-ringen,43,A,Rosten,nei
7558,Tiller-ringen,44,A,Rosten,nei
7558,Tiller-ringen,44,B,Rosten,nei
7558,Tiller-ringen,44,C,Rosten,nei
7558,Tiller-ringen,44,D,Rosten,nei
7558,Tiller-ringen,44,E,Rosten,nei
7558,Tiller-ringen,45,,Rosten,nei
7558,Tiller-ringen,46,A,Rosten,nei
7558,Tiller-ringen,46,B,Rosten,nei
7558,Tiller-ringen,46,C,Rosten,nei
7558,Tiller-ringen,46,D,Rosten,nei
7558,Tiller-ringen,46,E,Rosten,nei
7558,Tiller-ringen,47,,Rosten,nei
7558,Tiller-ringen,48,,Rosten,nei
7558,Tiller-ringen,49,,Rosten,nei
7558,Tiller-ringen,5,,Rosten,nei
7558,Tiller-ringen,50,A,Rosten,nei
7558,Tiller-ringen,50,B,Rosten,nei
7558,Tiller-ringen,51,A,Rosten,nei
7558,Tiller-ringen,51,B,Rosten,nei
7558,Tiller-ringen,52,,Rosten,nei
7558,Tiller-ringen,53,A,Rosten,nei
7558,Tiller-ringen,53,B,Rosten,nei
7558,Tiller-ringen,54,,Rosten,nei
7558,Tiller-ringen,56,,Rosten,nei
7558,Tiller-ringen,57,,Rosten,nei
7558,Tiller-ringen,58,,Rosten,nei
7558,Tiller-ringen,58,A,Rosten,nei
7558,Tiller-ringen,58,B,Rosten,nei
7558,Tiller-ringen,58,C,Rosten,nei
7558,Tiller-ringen,58,D,Rosten,nei
7558,Tiller-ringen,58,E,Rosten,nei
7558,Tiller-ringen,58,F,Rosten,nei
7558,Tiller-ringen,58,G,Rosten,nei
7558,Tiller-ringen,58,H,Rosten,nei
7558,Tiller-ringen,59,,Rosten,nei
7558,Tiller-ringen,60,,Rosten,nei
7558,Tiller-ringen,61,,Rosten,nei
7558,Tiller-ringen,62,,Rosten,nei
7558,Tiller-ringen,63,,Rosten,nei
7558,Tiller-ringen,64,,Rosten,nei
7558,Tiller-ringen,65,,Rosten,nei
7558,Tiller-ringen,66,A,Rosten,nei
7558,Tiller-ringen,66,B,Rosten,nei
7558,Tiller-ringen,67,,Rosten,nei
7558,Tiller-ringen,68,A,Rosten,nei
7558,Tiller-ringen,68,B,Rosten,nei
7558,Tiller-ringen,68,C,Rosten,nei
7558,Tiller-ringen,69,,Rosten,nei
7558,Tiller-ringen,7,A,Rosten,nei
7558,Tiller-ringen,7,B,Rosten,nei
7558,Tiller-ringen,7,C,Rosten,nei
7558,Tiller-ringen,7,D,Rosten,nei
7558,Tiller-ringen,7,E,Rosten,nei
7558,Tiller-ringen,7,F,Rosten,nei
7558,Tiller-ringen,7,G,Rosten,nei
7558,Tiller-ringen,7,H,Rosten,nei
7558,Tiller-ringen,70,A,Rosten,nei
7558,Tiller-ringen,70,B,Rosten,nei
7558,Tiller-ringen,70,C,Rosten,nei
7558,Tiller-ringen,71,,Rosten,nei
7558,Tiller-ringen,72,A,Rosten,nei
7558,Tiller-ringen,72,B,Rosten,nei
7558,Tiller-ringen,72,C,Rosten,nei
7558,Tiller-ringen,72,D,Rosten,nei
7558,Tiller-ringen,73,,Rosten,nei
7558,Tiller-ringen,74,,Rosten,nei
7558,Tiller-ringen,75,,Rosten,nei
7558,Tiller-ringen,76,,Rosten,nei
7558,Tiller-ringen,78,,Rosten,nei
7558,Tiller-ringen,80,,Rosten,nei
7558,Tiller-ringen,82,,Rosten,nei
7558,Tiller-ringen,84,,Rosten,nei
7558,Tiller-ringen,86,A,Rosten,nei
7558,Tiller-ringen,86,B,Rosten,nei
7558,Tiller-ringen,88,A,Rosten,nei
7558,Tiller-ringen,88,B,Rosten,nei
7558,Tiller-ringen,9,A,Rosten,nei
7558,Tiller-ringen,9,B,Rosten,nei
7558,Tiller-ringen,9,C,Rosten,nei
7558,Tiller-ringen,9,D,Rosten,nei
7558,Tiller-ringen,9,E,Rosten,nei
7558,Tiller-ringen,9,F,Rosten,nei
7558,Tiller-ringen,9,G,Rosten,nei
7558,Tiller-ringen,9,H,Rosten,nei
7558,Tiller-ringen,9,I,Rosten,nei
7558,Tiller-ringen,9,J,Rosten,nei
7558,Tiller-ringen,9,K,Rosten,nei
7558,Tiller-ringen,9,L,Rosten,nei
7558,Tiller-ringen,92,,Rosten,nei
7558,Tiller-ringen,92,B,Rosten,nei
7558,Tiller-ringen,94,,Rosten,nei
7558,Tiller-ringen,96,,Rosten,nei
7558,Tiller-ringen,98,,Rosten,nei
7555,Tillerbruvegen,,,Rosten,ja
7562,Tilleråsen,,,Rosten,ja
1450,Timoteivegen,,,Klæbu,ja
1293,Tine Bugges veg,,,Klæbu,ja
7565,Tinghusplassen,,,Sentrum,ja
7567,Tingvegen,,,Falkenborg,ja
7570,Tistelvegen,,,Nidarvoll,ja
7580,Tiurvegen,,,Saupstad,ja
7585,Tmv-Kaia,,,Falkenborg,ja
7590,Toneveien,,,Rosten,ja
7595,Tonstadbrinken,1,,Rosten,nei
7595,Tonstadbrinken,1,B,Rosten,nei
7595,Tonstadbrinken,10,,Romolslia,nei
7595,Tonstadbrinken,101,,Rosten,nei
7595,Tonstadbrinken,103,,Rosten,nei
7595,Tonstadbrinken,105,,Rosten,nei
7595,Tonstadbrinken,107,,Rosten,nei
7595,Tonstadbrinken,109,,Rosten,nei
7595,Tonstadbrinken,111,,Rosten,nei
7595,Tonstadbrinken,113,,Rosten,nei
7595,Tonstadbrinken,115,,Rosten,nei
7595,Tonstadbrinken,117,,Rosten,nei
7595,Tonstadbrinken,119,,Rosten,nei
7595,Tonstadbrinken,12,,Romolslia,nei
7595,Tonstadbrinken,121,,Rosten,nei
7595,Tonstadbrinken,123,,Rosten,nei
7595,Tonstadbrinken,125,,Rosten,nei
7595,Tonstadbrinken,127,,Rosten,nei
7595,Tonstadbrinken,129,,Rosten,nei
7595,Tonstadbrinken,13,,Rosten,nei
7595,Tonstadbrinken,131,,Rosten,nei
7595,Tonstadbrinken,133,,Rosten,nei
7595,Tonstadbrinken,135,,Rosten,nei
7595,Tonstadbrinken,137,,Rosten,nei
7595,Tonstadbrinken,139,,Rosten,nei
7595,Tonstadbrinken,141,,Rosten,nei
7595,Tonstadbrinken,143,,Rosten,nei
7595,Tonstadbrinken,145,,Rosten,nei
7595,Tonstadbrinken,147,,Rosten,nei
7595,Tonstadbrinken,149,,Rosten,nei
7595,Tonstadbrinken,15,,Rosten,nei
7595,Tonstadbrinken,151,,Rosten,nei
7595,Tonstadbrinken,153,,Rosten,nei
7595,Tonstadbrinken,155,,Rosten,nei
7595,Tonstadbrinken,157,,Rosten,nei
7595,Tonstadbrinken,159,,Rosten,nei
7595,Tonstadbrinken,16,A,Romolslia,nei
7595,Tonstadbrinken,16,B,Romolslia,nei
7595,Tonstadbrinken,16,C,Romolslia,nei
7595,Tonstadbrinken,16,D,Romolslia,nei
7595,Tonstadbrinken,161,,Rosten,nei
7595,Tonstadbrinken,163,,Rosten,nei
7595,Tonstadbrinken,165,,Rosten,nei
7595,Tonstadbrinken,167,,Rosten,nei
7595,Tonstadbrinken,169,,Rosten,nei
7595,Tonstadbrinken,17,,Rosten,nei
7595,Tonstadbrinken,171,,Rosten,nei
7595,Tonstadbrinken,173,,Rosten,nei
7595,Tonstadbrinken,175,,Rosten,nei
7595,Tonstadbrinken,177,,Rosten,nei
7595,Tonstadbrinken,179,,Rosten,nei
7595,Tonstadbrinken,18,,Romolslia,nei
7595,Tonstadbrinken,181,,Rosten,nei
7595,Tonstadbrinken,183,,Rosten,nei
7595,Tonstadbrinken,185,,Rosten,nei
7595,Tonstadbrinken,187,,Rosten,nei
7595,Tonstadbrinken,189,,Rosten,nei
7595,Tonstadbrinken,19,,Rosten,nei
7595,Tonstadbrinken,191,,Rosten,nei
7595,Tonstadbrinken,193,,Rosten,nei
7595,Tonstadbrinken,195,,Rosten,nei
7595,Tonstadbrinken,197,,Rosten,nei
7595,Tonstadbrinken,199,,Rosten,nei
7595,Tonstadbrinken,201,,Rosten,nei
7595,Tonstadbrinken,203,,Rosten,nei
7595,Tonstadbrinken,205,,Rosten,nei
7595,Tonstadbrinken,207,,Rosten,nei
7595,Tonstadbrinken,209,,Rosten,nei
7595,Tonstadbrinken,21,,Rosten,nei
7595,Tonstadbrinken,211,,Rosten,nei
7595,Tonstadbrinken,213,,Rosten,nei
7595,Tonstadbrinken,215,,Rosten,nei
7595,Tonstadbrinken,217,,Rosten,nei
7595,Tonstadbrinken,219,,Rosten,nei
7595,Tonstadbrinken,221,,Rosten,nei
7595,Tonstadbrinken,223,,Rosten,nei
7595,Tonstadbrinken,225,,Rosten,nei
7595,Tonstadbrinken,227,,Rosten,nei
7595,Tonstadbrinken,229,,Rosten,nei
7595,Tonstadbrinken,23,,Rosten,nei
7595,Tonstadbrinken,231,,Rosten,nei
7595,Tonstadbrinken,233,,Rosten,nei
7595,Tonstadbrinken,235,,Rosten,nei
7595,Tonstadbrinken,237,,Rosten,nei
7595,Tonstadbrinken,239,,Rosten,nei
7595,Tonstadbrinken,24,A,Romolslia,nei
7595,Tonstadbrinken,24,B,Romolslia,nei
7595,Tonstadbrinken,24,C,Romolslia,nei
7595,Tonstadbrinken,241,,Rosten,nei
7595,Tonstadbrinken,243,,Rosten,nei
7595,Tonstadbrinken,245,,Rosten,nei
7595,Tonstadbrinken,247,,Rosten,nei
7595,Tonstadbrinken,249,,Rosten,nei
7595,Tonstadbrinken,25,,Rosten,nei
7595,Tonstadbrinken,251,,Rosten,nei
7595,Tonstadbrinken,253,,Rosten,nei
7595,Tonstadbrinken,253,B,Rosten,nei
7595,Tonstadbrinken,255,,Rosten,nei
7595,Tonstadbrinken,257,,Rosten,nei
7595,Tonstadbrinken,259,,Rosten,nei
7595,Tonstadbrinken,26,A,Romolslia,nei
7595,Tonstadbrinken,26,B,Romolslia,nei
7595,Tonstadbrinken,26,C,Romolslia,nei
7595,Tonstadbrinken,261,,Rosten,nei
7595,Tonstadbrinken,263,,Rosten,nei
7595,Tonstadbrinken,265,,Rosten,nei
7595,Tonstadbrinken,267,,Rosten,nei
7595,Tonstadbrinken,269,,Rosten,nei
7595,Tonstadbrinken,27,,Rosten,nei
7595,Tonstadbrinken,271,,Rosten,nei
7595,Tonstadbrinken,273,,Rosten,nei
7595,Tonstadbrinken,275,,Rosten,nei
7595,Tonstadbrinken,277,,Rosten,nei
7595,Tonstadbrinken,28,A,Romolslia,nei
7595,Tonstadbrinken,28,B,Romolslia,nei
7595,Tonstadbrinken,285,,Rosten,nei
7595,Tonstadbrinken,287,,Rosten,nei
7595,Tonstadbrinken,29,,Rosten,nei
7595,Tonstadbrinken,291,,Rosten,nei
7595,Tonstadbrinken,293,A,Rosten,nei
7595,Tonstadbrinken,293,B,Rosten,nei
7595,Tonstadbrinken,293,C,Rosten,nei
7595,Tonstadbrinken,293,D,Rosten,nei
7595,Tonstadbrinken,295,A,Rosten,nei
7595,Tonstadbrinken,295,B,Rosten,nei
7595,Tonstadbrinken,295,C,Rosten,nei
7595,Tonstadbrinken,297,A,Rosten,nei
7595,Tonstadbrinken,297,B,Rosten,nei
7595,Tonstadbrinken,297,C,Rosten,nei
7595,Tonstadbrinken,299,A,Rosten,nei
7595,Tonstadbrinken,299,B,Rosten,nei
7595,Tonstadbrinken,299,C,Rosten,nei
7595,Tonstadbrinken,3,,Rosten,nei
7595,Tonstadbrinken,30,A,Romolslia,nei
7595,Tonstadbrinken,30,B,Romolslia,nei
7595,Tonstadbrinken,30,C,Romolslia,nei
7595,Tonstadbrinken,30,D,Romolslia,nei
7595,Tonstadbrinken,301,A,Rosten,nei
7595,Tonstadbrinken,301,B,Rosten,nei
7595,Tonstadbrinken,301,C,Rosten,nei
7595,Tonstadbrinken,301,D,Rosten,nei
7595,Tonstadbrinken,301,E,Rosten,nei
7595,Tonstadbrinken,301,F,Rosten,nei
7595,Tonstadbrinken,303,A,Rosten,nei
7595,Tonstadbrinken,303,B,Rosten,nei
7595,Tonstadbrinken,303,C,Rosten,nei
7595,Tonstadbrinken,303,D,Rosten,nei
7595,Tonstadbrinken,305,A,Rosten,nei
7595,Tonstadbrinken,305,B,Rosten,nei
7595,Tonstadbrinken,305,C,Rosten,nei
7595,Tonstadbrinken,307,A,Rosten,nei
7595,Tonstadbrinken,307,B,Rosten,nei
7595,Tonstadbrinken,307,C,Rosten,nei
7595,Tonstadbrinken,309,A,Rosten,nei
7595,Tonstadbrinken,309,B,Rosten,nei
7595,Tonstadbrinken,31,,Rosten,nei
7595,Tonstadbrinken,311,,Rosten,nei
7595,Tonstadbrinken,313,A,Rosten,nei
7595,Tonstadbrinken,313,B,Rosten,nei
7595,Tonstadbrinken,315,A,Rosten,nei
7595,Tonstadbrinken,315,B,Rosten,nei
7595,Tonstadbrinken,315,C,Rosten,nei
7595,Tonstadbrinken,315,D,Rosten,nei
7595,Tonstadbrinken,315,E,Rosten,nei
7595,Tonstadbrinken,317,A,Rosten,nei
7595,Tonstadbrinken,317,B,Rosten,nei
7595,Tonstadbrinken,317,C,Rosten,nei
7595,Tonstadbrinken,317,D,Rosten,nei
7595,Tonstadbrinken,319,,Rosten,nei
7595,Tonstadbrinken,32,A,Romolslia,nei
7595,Tonstadbrinken,32,B,Romolslia,nei
7595,Tonstadbrinken,32,C,Romolslia,nei
7595,Tonstadbrinken,32,D,Romolslia,nei
7595,Tonstadbrinken,32,E,Romolslia,nei
7595,Tonstadbrinken,32,F,Romolslia,nei
7595,Tonstadbrinken,32,G,Romolslia,nei
7595,Tonstadbrinken,321,A,Rosten,nei
7595,Tonstadbrinken,321,B,Rosten,nei
7595,Tonstadbrinken,321,C,Rosten,nei
7595,Tonstadbrinken,323,A,Rosten,nei
7595,Tonstadbrinken,323,B,Rosten,nei
7595,Tonstadbrinken,323,C,Rosten,nei
7595,Tonstadbrinken,327,,Rosten,nei
7595,Tonstadbrinken,329,A,Rosten,nei
7595,Tonstadbrinken,329,B,Rosten,nei
7595,Tonstadbrinken,33,,Rosten,nei
7595,Tonstadbrinken,34,A,Romolslia,nei
7595,Tonstadbrinken,34,B,Romolslia,nei
7595,Tonstadbrinken,343,,Rosten,nei
7595,Tonstadbrinken,345,,Rosten,nei
7595,Tonstadbrinken,35,,Rosten,nei
7595,Tonstadbrinken,36,A,Romolslia,nei
7595,Tonstadbrinken,36,B,Romolslia,nei
7595,Tonstadbrinken,37,,Rosten,nei
7595,Tonstadbrinken,38,,Romolslia,nei
7595,Tonstadbrinken,39,,Rosten,nei
7595,Tonstadbrinken,41,,Rosten,nei
7595,Tonstadbrinken,43,,Rosten,nei
7595,Tonstadbrinken,44,,Romolslia,nei
7595,Tonstadbrinken,45,,Rosten,nei
7595,Tonstadbrinken,47,,Rosten,nei
7595,Tonstadbrinken,49,,Rosten,nei
7595,Tonstadbrinken,5,,Rosten,nei
7595,Tonstadbrinken,51,,Rosten,nei
7595,Tonstadbrinken,53,,Rosten,nei
7595,Tonstadbrinken,54,,Romolslia,nei
7595,Tonstadbrinken,55,,Rosten,nei
7595,Tonstadbrinken,57,,Rosten,nei
7595,Tonstadbrinken,59,,Rosten,nei
7595,Tonstadbrinken,6,A,Romolslia,nei
7595,Tonstadbrinken,6,B,Romolslia,nei
7595,Tonstadbrinken,6,C,Romolslia,nei
7595,Tonstadbrinken,61,,Rosten,nei
7595,Tonstadbrinken,63,,Rosten,nei
7595,Tonstadbrinken,65,,Rosten,nei
7595,Tonstadbrinken,67,,Rosten,nei
7595,Tonstadbrinken,69,,Rosten,nei
7595,Tonstadbrinken,7,,Rosten,nei
7595,Tonstadbrinken,71,,Rosten,nei
7595,Tonstadbrinken,73,,Rosten,nei
7595,Tonstadbrinken,75,,Rosten,nei
7595,Tonstadbrinken,77,,Rosten,nei
7595,Tonstadbrinken,79,,Rosten,nei
7595,Tonstadbrinken,8,A,Romolslia,nei
7595,Tonstadbrinken,8,B,Romolslia,nei
7595,Tonstadbrinken,8,C,Romolslia,nei
7595,Tonstadbrinken,81,,Rosten,nei
7595,Tonstadbrinken,83,,Rosten,nei
7595,Tonstadbrinken,85,,Rosten,nei
7595,Tonstadbrinken,87,,Rosten,nei
7595,Tonstadbrinken,89,,Rosten,nei
7595,Tonstadbrinken,9,,Rosten,nei
7595,Tonstadbrinken,91,,Rosten,nei
7595,Tonstadbrinken,93,,Rosten,nei
7595,Tonstadbrinken,95,,Rosten,nei
7595,Tonstadbrinken,97,,Rosten,nei
7595,Tonstadbrinken,99,,Rosten,nei
7597,Tonstadgrenda,,,Rosten,ja
7600,Torbjørn Bratts veg,,,Nidarvoll,ja
7610,Tordenskiolds gate,,,Sentrum,ja
7615,Torgardstrøa,,,Rosten,ja
7616,Torgardsvegen,,,Rosten,ja
7620,Tormods gate,,,Sentrum,ja
7625,Torplassen,,,Saupstad,ja
7640,Tors veg,,,Nidarvoll,ja
7630,Torshaugveien,,,Byåsen,ja
1294,Torsvevegen,,,Klæbu,ja
1295,Torvmarkvegen,,,Klæbu,ja
7641,Torvmyra,,,Rosten,ja
7642,Torvtaket,,,Rosten,ja
1296,Torvullvegen,,,Klæbu,ja
7643,Tranevegen,,,Saupstad,ja
7644,Transittgata,,,Falkenborg,ja
7645,Travbanevegen,,,Falkenborg,ja
7648,Trenerys gate,,,Falkenborg,ja
1444,Treskovegen,,,Klæbu,ja
7647,Trofetvegen,,,Romolslia,ja
9250,Trollafjæra,,,Sentrum,ja
7655,Trollahaugen,,,Sentrum,ja
7660,Trollsvingen,,,Falkenborg,ja
7670,Trudvangvegen,,,Nidarvoll,ja
7680,Trygve Thesens vei,,,Byåsen,ja
7690,Tryms veg,,,Nidarvoll,ja
7700,Trøavegen,,,Blussuvoll,ja
7703,Tungasletta,,,Falkenborg,ja
7705,Tungavegen,,,Falkenborg,ja
7710,Tunvegen,,,Falkenborg,ja
7720,Turistveien,,,Romolslia,ja
7730,Tverrstien,,,Sentrum,ja
7740,Tvetestien,,,Sentrum,ja
7750,Tyholt alle,,,Blussuvoll,ja
7770,Tyholtveien,10,A,Sentrum,nei
7770,Tyholtveien,10,B,Sentrum,nei
7770,Tyholtveien,102,,Falkenborg,nei
7770,Tyholtveien,104,,Falkenborg,nei
7770,Tyholtveien,106,,Falkenborg,nei
7770,Tyholtveien,108,,Falkenborg,nei
7770,Tyholtveien,11,,Sentrum,nei
7770,Tyholtveien,12,A,Sentrum,nei
7770,Tyholtveien,12,B,Sentrum,nei
7770,Tyholtveien,12,C,Sentrum,nei
7770,Tyholtveien,13,,Sentrum,nei
7770,Tyholtveien,14,,Sentrum,nei
7770,Tyholtveien,15,,Sentrum,nei
7770,Tyholtveien,16,,Sentrum,nei
7770,Tyholtveien,18,,Sentrum,nei
7770,Tyholtveien,19,A,Sentrum,nei
7770,Tyholtveien,19,B,Sentrum,nei
7770,Tyholtveien,20,,Sentrum,nei
7770,Tyholtveien,21,,Sentrum,nei
7770,Tyholtveien,22,A,Sentrum,nei
7770,Tyholtveien,22,B,Sentrum,nei
7770,Tyholtveien,23,,Sentrum,nei
7770,Tyholtveien,24,,Sentrum,nei
7770,Tyholtveien,25,,Sentrum,nei
7770,Tyholtveien,26,,Sentrum,nei
7770,Tyholtveien,27,,Sentrum,nei
7770,Tyholtveien,28,,Sentrum,nei
7770,Tyholtveien,29,,Sentrum,nei
7770,Tyholtveien,30,,Sentrum,nei
7770,Tyholtveien,31,,Sentrum,nei
7770,Tyholtveien,32,,Sentrum,nei
7770,Tyholtveien,33,,Sentrum,nei
7770,Tyholtveien,34,,Sentrum,nei
7770,Tyholtveien,35,,Sentrum,nei
7770,Tyholtveien,36,,Sentrum,nei
7770,Tyholtveien,37,,Sentrum,nei
7770,Tyholtveien,38,A,Sentrum,nei
7770,Tyholtveien,38,B,Sentrum,nei
7770,Tyholtveien,39,,Sentrum,nei
7770,Tyholtveien,4,,Sentrum,nei
7770,Tyholtveien,40,A,Sentrum,nei
7770,Tyholtveien,40,B,Sentrum,nei
7770,Tyholtveien,41,,Sentrum,nei
7770,Tyholtveien,43,,Sentrum,nei
7770,Tyholtveien,44,,Sentrum,nei
7770,Tyholtveien,45,,Sentrum,nei
7770,Tyholtveien,46,,Sentrum,nei
7770,Tyholtveien,47,,Sentrum,nei
7770,Tyholtveien,49,,Blussuvoll,nei
7770,Tyholtveien,51,,Blussuvoll,nei
7770,Tyholtveien,51,B,Blussuvoll,nei
7770,Tyholtveien,52,,Sentrum,nei
7770,Tyholtveien,52,B,Sentrum,nei
7770,Tyholtveien,53,,Blussuvoll,nei
7770,Tyholtveien,54,,Sentrum,nei
7770,Tyholtveien,55,,Blussuvoll,nei
7770,Tyholtveien,56,,Sentrum,nei
7770,Tyholtveien,57,,Blussuvoll,nei
7770,Tyholtveien,58,,Sentrum,nei
7770,Tyholtveien,59,,Blussuvoll,nei
7770,Tyholtveien,61,A,Blussuvoll,nei
7770,Tyholtveien,61,B,Blussuvoll,nei
7770,Tyholtveien,62,,Sentrum,nei
7770,Tyholtveien,63,A,Blussuvoll,nei
7770,Tyholtveien,63,B,Blussuvoll,nei
7770,Tyholtveien,64,,Sentrum,nei
7770,Tyholtveien,65,B,Blussuvoll,nei
7770,Tyholtveien,66,,Sentrum,nei
7770,Tyholtveien,66,A,Sentrum,nei
7770,Tyholtveien,67,,Blussuvoll,nei
7770,Tyholtveien,68,,Sentrum,nei
7770,Tyholtveien,69,A,Blussuvoll,nei
7770,Tyholtveien,69,B,Blussuvoll,nei
7770,Tyholtveien,69,C,Blussuvoll,nei
7770,Tyholtveien,69,D,Blussuvoll,nei
7770,Tyholtveien,70,,Sentrum,nei
7770,Tyholtveien,71,,Blussuvoll,nei
7770,Tyholtveien,71,B,Blussuvoll,nei
7770,Tyholtveien,72,,Sentrum,nei
7770,Tyholtveien,73,,Blussuvoll,nei
7770,Tyholtveien,74,,Sentrum,nei
7770,Tyholtveien,75,,Blussuvoll,nei
7770,Tyholtveien,77,,Blussuvoll,nei
7770,Tyholtveien,78,,Falkenborg,nei
7770,Tyholtveien,78,B,Falkenborg,nei
7770,Tyholtveien,79,,Blussuvoll,nei
7770,Tyholtveien,8,,Sentrum,nei
7770,Tyholtveien,80,,Falkenborg,nei
7770,Tyholtveien,81,,Blussuvoll,nei
7770,Tyholtveien,82,A,Falkenborg,nei
7770,Tyholtveien,82,B,Falkenborg,nei
7770,Tyholtveien,83,A,Blussuvoll,nei
7770,Tyholtveien,83,B,Blussuvoll,nei
7770,Tyholtveien,84,,Falkenborg,nei
7770,Tyholtveien,85,,Blussuvoll,nei
7770,Tyholtveien,85,A,Blussuvoll,nei
7770,Tyholtveien,86,,Falkenborg,nei
7770,Tyholtveien,87,A,Blussuvoll,nei
7770,Tyholtveien,87,B,Blussuvoll,nei
7770,Tyholtveien,87,C,Blussuvoll,nei
7770,Tyholtveien,87,D,Blussuvoll,nei
7770,Tyholtveien,87,E,Blussuvoll,nei
7770,Tyholtveien,88,,Falkenborg,nei
7770,Tyholtveien,89,,Blussuvoll,nei
7770,Tyholtveien,90,,Falkenborg,nei
7770,Tyholtveien,91,,Blussuvoll,nei
7770,Tyholtveien,92,,Falkenborg,nei
7770,Tyholtveien,93,,Blussuvoll,nei
7770,Tyholtveien,94,,Falkenborg,nei
7770,Tyholtveien,95,,Blussuvoll,nei
7770,Tyholtveien,96,,Falkenborg,nei
7770,Tyholtveien,97,,Blussuvoll,nei
7770,Tyholtveien,97,A,Blussuvoll,nei
7770,Tyholtveien,97,B,Blussuvoll,nei
7770,Tyholtveien,98,,Falkenborg,nei
7770,Tyholtveien,99,,Blussuvoll,nei
7780,Tyras vei,,,Falkenborg,ja
7790,Tyrihansvegen,,,Falkenborg,ja
7795,Tyrkrisveita,,,Sentrum,ja
1988,Tømmerdalsveien,,,Sentrum,ja
7796,Tømmerlunna,,,Rosten,ja
7798,Ubåtsvingen,,,Falkenborg,ja
7800,Udbyes gate,,,Sentrum,ja
7802,Uglabakken,,,Byåsen,ja
7805,Uglagjerdet,,,Byåsen,ja
7810,Uglahaugstien,,,Byåsen,ja
7820,Uglamarkstien,,,Byåsen,ja
7830,Uglavegen,,,Byåsen,ja
7835,Ulavegen,,,Falkenborg,ja
7840,Ullins veg,,,Nidarvoll,ja
7850,Ulstadløkkveien,,,Falkenborg,ja
1305,Ulstadvegen,,,Klæbu,ja
7860,Underhaugsvegen,,,Byåsen,ja
7870,Urds veg,,,Nidarvoll,ja
7872,Uståsen,,,Saupstad,ja
7873,Utleirmark,,,Nidarvoll,ja
7875,Utleirtunet,,,Nidarvoll,ja
7880,Utleirvegen,,,Nidarvoll,ja
7900,Utsikten alle,,,Sentrum,ja
7902,Utsiravegen,,,Falkenborg,ja
9302,Vadbakkvegen,,,Falkenborg,ja
7920,Valentinlystvegen,,,Blussuvoll,ja
7930,Valgrindvegen,,,Nidarvoll,ja
7950,Valkendorfs gate,,,Sentrum,ja
7960,Valkyrjevegen,,,Nidarvoll,ja
7970,Valsetsvingen,,,Byåsen,ja
1312,Valstadmyrvegen,,,Klæbu,ja
